id;agency_id;action_type;action_date;title;description;vendor_name;vendor_id;contract_value;source_url;source_document;meeting_date;confidence_score;extracted_data;created_at;updated_at
36d506a1-0953-45b0-8ddd-9d1faf701ac8;df7a0939-59f0-4af3-b73a-9c7e311c3875;policy_change;2025-09-30;New Unlimited Commuter Railroad Day Pass;"Approved a new unlimited Day Pass for Long Island Rail Road and Metro-North Railroad, replacing the round-trip ticket, valid until 4:00 a.m. the next day. Weekday Day Pass will cost 10% less than two one-way peak tickets; weekend Day Pass will cost the same as two one-way off-peak tickets.";;;;https://www.mta.info/press-release/mta-board-adopts-fare-and-toll-increases-take-effect-january-2026;;2025-09-30;0.75;"{""action_date"":""2025-09-30"",""action_type"":""policy_change"",""contract_value"":null,""description"":""Approved a new unlimited Day Pass for Long Island Rail Road and Metro-North Railroad, replacing the round-trip ticket, valid until 4:00 a.m. the next day. Weekday Day Pass will cost 10% less than two one-way peak tickets; weekend Day Pass will cost the same as two one-way off-peak tickets."",""meeting_date"":""2025-09-30"",""service_category"":""service_delivery"",""service_component"":""fare_structure"",""title"":""New Unlimited Commuter Railroad Day Pass"",""vendor_name"":null}";2026-01-08 06:00:31.376776+00;2026-01-08 06:00:31.376776+00
5e435e98-cfa4-4085-ae01-e9df1675c344;df7a0939-59f0-4af3-b73a-9c7e311c3875;policy_change;2025-09-30;Pay-As-You-Go Mobile Discount Replaces 10-Trip Ticket for Commuter Railroads;Approved a new “pay-as-you-go” discount for mobile customers on Long Island Rail Road and Metro-North Railroad. After 10 peak or off-peak trips in 14 days, customers get an 11th peak or off-peak one-way trip free in the same 14-day period. The 10-Trip ticket will be discontinued.;;;;https://www.mta.info/press-release/mta-board-adopts-fare-and-toll-increases-take-effect-january-2026;;2025-09-30;0.75;"{""action_date"":""2025-09-30"",""action_type"":""policy_change"",""contract_value"":null,""description"":""Approved a new “pay-as-you-go” discount for mobile customers on Long Island Rail Road and Metro-North Railroad. After 10 peak or off-peak trips in 14 days, customers get an 11th peak or off-peak one-way trip free in the same 14-day period. The 10-Trip ticket will be discontinued."",""meeting_date"":""2025-09-30"",""service_category"":""service_delivery"",""service_component"":""fare_structure"",""title"":""Pay-As-You-Go Mobile Discount Replaces 10-Trip Ticket for Commuter Railroads"",""vendor_name"":null}";2026-01-08 06:00:31.406344+00;2026-01-08 06:00:31.406344+00
3d3c8513-9aaf-4b31-abc6-779a08c6ee72;df7a0939-59f0-4af3-b73a-9c7e311c3875;policy_change;2025-09-30;Onboard Surcharges for Late Mobile Ticket Purchases/Activations on Commuter Railroads;Approved implementing onboard surcharges for customers who repeatedly purchase or activate mobile tickets on board Long Island Rail Road and Metro-North Railroad, after an escalating series of warnings, to encourage timely ticket activation.;;;;https://www.mta.info/press-release/mta-board-adopts-fare-and-toll-increases-take-effect-january-2026;;2025-09-30;0.75;"{""action_date"":""2025-09-30"",""action_type"":""policy_change"",""contract_value"":null,""description"":""Approved implementing onboard surcharges for customers who repeatedly purchase or activate mobile tickets on board Long Island Rail Road and Metro-North Railroad, after an escalating series of warnings, to encourage timely ticket activation."",""meeting_date"":""2025-09-30"",""service_category"":""customer_service"",""service_component"":""fare_payment_system"",""title"":""Onboard Surcharges for Late Mobile Ticket Purchases/Activations on Commuter Railroads"",""vendor_name"":null}";2026-01-08 06:00:31.433488+00;2026-01-08 06:00:31.433488+00
3521a821-ac31-4fa3-941f-e19e4f719413;dc154c04-c116-4a1e-a370-ade4c0d29aaa;plan_adoption;2025-09-25;Approval of the 2026 Public Transportation Agency Safety Plan;The Board of Directors approved the 2026 Public Transportation Agency Safety Plan (PTASP), as required by federal regulations (49 U.S.C. Section 5329(d) and 49 C.F.R. Section 673.11(a)(1)). This plan update reflects an annual review and incorporates changes to policies and procedures related to safety risk management, organizational structure, and federal definition updates. The plan was also reviewed and approved by the Washington Metrorail Safety Commission and the Joint Labor and Management Safety Committee.;;;;https://www.wmata.com/about/board/meetings/board-pdfs/upload/9A-Agency-Safety-Plan-Adoption-FINALIZED.pdf;;2025-09-25;0.75;"{""action_date"":""2025-09-25"",""action_type"":""plan_adoption"",""contract_value"":null,""description"":""The Board of Directors approved the 2026 Public Transportation Agency Safety Plan (PTASP), as required by federal regulations (49 U.S.C. Section 5329(d) and 49 C.F.R. Section 673.11(a)(1)). This plan update reflects an annual review and incorporates changes to policies and procedures related to safety risk management, organizational structure, and federal definition updates. The plan was also reviewed and approved by the Washington Metrorail Safety Commission and the Joint Labor and Management Safety Committee."",""meeting_date"":""2025-09-25"",""service_category"":null,""service_component"":null,""title"":""Approval of the 2026 Public Transportation Agency Safety Plan"",""vendor_name"":null}";2026-01-08 06:02:52.153509+00;2026-01-08 06:02:52.153509+00
52b62900-1339-4f7f-bb31-758a346ef978;df7a0939-59f0-4af3-b73a-9c7e311c3875;policy_change;2025-09-30;MTA Board Adopts Fare and Toll Increases to Take Effect January 2026;The MTA Board approved toll and fare increases, along with a series of fare and ticket policy changes for New York City Transit’s subways and buses, the Long Island Rail Road (LIRR), and the Metro-North Railroad. These changes are designed to simplify offerings and prioritize affordability, becoming effective in January 2026.;;;;https://www.mta.info/press-release/mta-board-adopts-fare-and-toll-increases-take-effect-january-2026;;2025-09-30;0.75;"{""action_date"":""2025-09-30"",""action_type"":""policy_change"",""contract_value"":null,""description"":""The MTA Board approved toll and fare increases, along with a series of fare and ticket policy changes for New York City Transit’s subways and buses, the Long Island Rail Road (LIRR), and the Metro-North Railroad. These changes are designed to simplify offerings and prioritize affordability, becoming effective in January 2026."",""meeting_date"":""2025-09-30"",""service_category"":""service_delivery"",""service_component"":null,""title"":""MTA Board Adopts Fare and Toll Increases to Take Effect January 2026"",""vendor_name"":null}";2026-01-09 06:01:23.025623+00;2026-01-09 06:01:23.025623+00
fa58f285-87ad-4d86-b976-79b7629cfe47;df7a0939-59f0-4af3-b73a-9c7e311c3875;policy_change;2025-09-30;OMNY Seven-Day Fare-Capping Becomes Permanent;The 7-day rolling fare cap for New York City Transit, allowing customers to pay for 12 rides in a 7-day period and then ride free for the rest of the week, is made permanent. This replaces prepaid MetroCard 7-Day, 30-Day, and Express Bus Plus unlimited passes.;;;;https://www.mta.info/press-release/mta-board-adopts-fare-and-toll-increases-take-effect-january-2026;;2025-09-30;0.75;"{""action_date"":""2025-09-30"",""action_type"":""policy_change"",""contract_value"":null,""description"":""The 7-day rolling fare cap for New York City Transit, allowing customers to pay for 12 rides in a 7-day period and then ride free for the rest of the week, is made permanent. This replaces prepaid MetroCard 7-Day, 30-Day, and Express Bus Plus unlimited passes."",""meeting_date"":""2025-09-30"",""service_category"":""service_delivery"",""service_component"":null,""title"":""OMNY Seven-Day Fare-Capping Becomes Permanent"",""vendor_name"":null}";2026-01-09 06:01:23.106017+00;2026-01-09 06:01:23.106017+00
86aef168-0456-4665-acad-75e6e126aa0a;df7a0939-59f0-4af3-b73a-9c7e311c3875;policy_change;2025-09-30;Fare-Capping Extended to Express Bus Network;Express bus customers will now have fare-capping, paying no more than $67 a week for unlimited express bus, local bus, and subway rides in any 7-day period.;;;;https://www.mta.info/press-release/mta-board-adopts-fare-and-toll-increases-take-effect-january-2026;;2025-09-30;0.75;"{""action_date"":""2025-09-30"",""action_type"":""policy_change"",""contract_value"":null,""description"":""Express bus customers will now have fare-capping, paying no more than $67 a week for unlimited express bus, local bus, and subway rides in any 7-day period."",""meeting_date"":""2025-09-30"",""service_category"":""service_delivery"",""service_component"":null,""title"":""Fare-Capping Extended to Express Bus Network"",""vendor_name"":null}";2026-01-09 06:01:23.151412+00;2026-01-09 06:01:23.151412+00
81dc6229-4065-4816-98fd-5a10fb8229d5;df7a0939-59f0-4af3-b73a-9c7e311c3875;policy_change;2025-09-30;Tap-and-Ride Required for Fare Payment on Subway, Local, and Express Bus;Beginning later in 2026, tap-and-ride will be required for fare payment across subways, local, and express buses. Coins will no longer be accepted on buses.;;;;https://www.mta.info/press-release/mta-board-adopts-fare-and-toll-increases-take-effect-january-2026;;2025-09-30;0.75;"{""action_date"":""2025-09-30"",""action_type"":""policy_change"",""contract_value"":null,""description"":""Beginning later in 2026, tap-and-ride will be required for fare payment across subways, local, and express buses. Coins will no longer be accepted on buses."",""meeting_date"":""2025-09-30"",""service_category"":""service_delivery"",""service_component"":null,""title"":""Tap-and-Ride Required for Fare Payment on Subway, Local, and Express Bus"",""vendor_name"":null}";2026-01-09 06:01:23.195715+00;2026-01-09 06:01:23.195715+00
1395d499-2053-4b80-b704-25aefc992531;df7a0939-59f0-4af3-b73a-9c7e311c3875;policy_change;2025-09-30;Promotional $1 OMNY Card Fee Ends;The promotional $1 fee for a new OMNY card will end by mid-2026, with the fee becoming $2 when MetroCard is no longer accepted for fare payments.;;;;https://www.mta.info/press-release/mta-board-adopts-fare-and-toll-increases-take-effect-january-2026;;2025-09-30;0.75;"{""action_date"":""2025-09-30"",""action_type"":""policy_change"",""contract_value"":null,""description"":""The promotional $1 fee for a new OMNY card will end by mid-2026, with the fee becoming $2 when MetroCard is no longer accepted for fare payments."",""meeting_date"":""2025-09-30"",""service_category"":""technology"",""service_component"":null,""title"":""Promotional $1 OMNY Card Fee Ends"",""vendor_name"":null}";2026-01-09 06:01:23.222717+00;2026-01-09 06:01:23.222717+00
d97658ca-8f6d-4e8c-acb9-2284e6dcdc07;df7a0939-59f0-4af3-b73a-9c7e311c3875;policy_change;2025-09-30;Universal Reduced-Fare Ticket for Commuter Railroads;A universal reduced-fare ticket will be introduced for seniors, people with disabilities, and people on Medicare, valid 24/7 on Long Island Rail Road and Metro-North Railroad, including morning peak trips.;;;;https://www.mta.info/press-release/mta-board-adopts-fare-and-toll-increases-take-effect-january-2026;;2025-09-30;0.75;"{""action_date"":""2025-09-30"",""action_type"":""policy_change"",""contract_value"":null,""description"":""A universal reduced-fare ticket will be introduced for seniors, people with disabilities, and people on Medicare, valid 24/7 on Long Island Rail Road and Metro-North Railroad, including morning peak trips."",""meeting_date"":""2025-09-30"",""service_category"":""service_delivery"",""service_component"":null,""title"":""Universal Reduced-Fare Ticket for Commuter Railroads"",""vendor_name"":null}";2026-01-09 06:01:23.251655+00;2026-01-09 06:01:23.251655+00
534ca7ef-88b7-4249-b174-7f3a262b20ff;df7a0939-59f0-4af3-b73a-9c7e311c3875;policy_change;2025-09-30;Eligibility Age for Family Fare Ticket Raised;The eligibility age for a Family Fare ticket on commuter railroads will be raised from 11 to 17 years old, allowing children aged 5-17 to ride for $1 when accompanied by a fare-paying adult.;;;;https://www.mta.info/press-release/mta-board-adopts-fare-and-toll-increases-take-effect-january-2026;;2025-09-30;0.75;"{""action_date"":""2025-09-30"",""action_type"":""policy_change"",""contract_value"":null,""description"":""The eligibility age for a Family Fare ticket on commuter railroads will be raised from 11 to 17 years old, allowing children aged 5-17 to ride for $1 when accompanied by a fare-paying adult."",""meeting_date"":""2025-09-30"",""service_category"":""service_delivery"",""service_component"":null,""title"":""Eligibility Age for Family Fare Ticket Raised"",""vendor_name"":null}";2026-01-09 06:01:23.280011+00;2026-01-09 06:01:23.280011+00
60725ab2-d956-46ae-9c1e-b6b1557e6264;df7a0939-59f0-4af3-b73a-9c7e311c3875;policy_change;2025-09-30;One-Way Tickets Valid Until 4:00 a.m. the Next Day;All one-way tickets (paper and mobile) for Long Island Rail Road and Metro-North Railroad will expire at 4:00 a.m. the day after purchase, replacing the current 60-day validity.;;;;https://www.mta.info/press-release/mta-board-adopts-fare-and-toll-increases-take-effect-january-2026;;2025-09-30;0.75;"{""action_date"":""2025-09-30"",""action_type"":""policy_change"",""contract_value"":null,""description"":""All one-way tickets (paper and mobile) for Long Island Rail Road and Metro-North Railroad will expire at 4:00 a.m. the day after purchase, replacing the current 60-day validity."",""meeting_date"":""2025-09-30"",""service_category"":""service_delivery"",""service_component"":null,""title"":""One-Way Tickets Valid Until 4:00 a.m. the Next Day"",""vendor_name"":null}";2026-01-09 06:01:23.306855+00;2026-01-09 06:01:23.306855+00
4ce351c3-1c3a-4c0a-8fd8-ebda37d85f0e;df7a0939-59f0-4af3-b73a-9c7e311c3875;policy_change;2025-09-30;New Unlimited Day Pass for Commuter Railroads;A new Day Pass for unlimited daily travel will be available for Long Island Rail Road and Metro-North Railroad, replacing the round-trip ticket.;;;;https://www.mta.info/press-release/mta-board-adopts-fare-and-toll-increases-take-effect-january-2026;;2025-09-30;0.75;"{""action_date"":""2025-09-30"",""action_type"":""policy_change"",""contract_value"":null,""description"":""A new Day Pass for unlimited daily travel will be available for Long Island Rail Road and Metro-North Railroad, replacing the round-trip ticket."",""meeting_date"":""2025-09-30"",""service_category"":""service_delivery"",""service_component"":null,""title"":""New Unlimited Day Pass for Commuter Railroads"",""vendor_name"":null}";2026-01-09 06:01:23.334904+00;2026-01-09 06:01:23.334904+00
24f0d210-f4e1-4f50-a14a-ebfbfcf448d9;df7a0939-59f0-4af3-b73a-9c7e311c3875;policy_change;2025-09-30;Pay-as-you-go Mobile Discount Replaces 10-Trip Ticket;A new 'pay-as-you-go' discount for mobile customers will replace the 10-trip ticket on commuter railroads. After 10 peak or off-peak trips in 14 days, customers get an 11th peak or off-peak one-way trip free.;;;;https://www.mta.info/press-release/mta-board-adopts-fare-and-toll-increases-take-effect-january-2026;;2025-09-30;0.75;"{""action_date"":""2025-09-30"",""action_type"":""policy_change"",""contract_value"":null,""description"":""A new 'pay-as-you-go' discount for mobile customers will replace the 10-trip ticket on commuter railroads. After 10 peak or off-peak trips in 14 days, customers get an 11th peak or off-peak one-way trip free."",""meeting_date"":""2025-09-30"",""service_category"":""service_delivery"",""service_component"":null,""title"":""Pay-as-you-go Mobile Discount Replaces 10-Trip Ticket"",""vendor_name"":null}";2026-01-09 06:01:23.361521+00;2026-01-09 06:01:23.361521+00
836d33a2-062d-4467-9d12-e87715b8def7;df7a0939-59f0-4af3-b73a-9c7e311c3875;policy_change;2025-09-30;Onboard Surcharges for Late Mobile Ticket Purchases/Activations;Customers on commuter railroads who repeatedly purchase or activate mobile tickets on board will be subject to an onboard surcharge after escalating warnings, aimed at speeding up fare collection.;;;;https://www.mta.info/press-release/mta-board-adopts-fare-and-toll-increases-take-effect-january-2026;;2025-09-30;0.75;"{""action_date"":""2025-09-30"",""action_type"":""policy_change"",""contract_value"":null,""description"":""Customers on commuter railroads who repeatedly purchase or activate mobile tickets on board will be subject to an onboard surcharge after escalating warnings, aimed at speeding up fare collection."",""meeting_date"":""2025-09-30"",""service_category"":""service_delivery"",""service_component"":null,""title"":""Onboard Surcharges for Late Mobile Ticket Purchases/Activations"",""vendor_name"":null}";2026-01-09 06:01:23.388462+00;2026-01-09 06:01:23.388462+00
89487aae-9535-46d5-96b7-08086fc0238c;df7a0939-59f0-4af3-b73a-9c7e311c3875;policy_change;2025-09-30;Adoption of Fare and Toll Increases and Policy Changes;The MTA Board approved toll and fare increases for subways, buses, Access-A-Ride, Long Island Rail Road (LIRR), Metro-North Railroad, and Bridges and Tunnels. The changes include becoming permanent for OMNY seven-day fare-capping, extending fare-capping to the express bus network, requiring tap-and-ride for fare payment on subways and buses, and discontinuing coins on buses. For commuter railroads, there will be a universal reduced-fare ticket, increased eligibility age for Family Fare, new validity for one-way tickets, a new unlimited Day Pass, a 'pay-as-you-go' mobile discount replacing 10-trip tickets, and onboard surcharges for late mobile ticket purchases/activations. These changes are designed to simplify offerings and prioritize affordability and value for customers, taking effect in January 2026.;;;;https://www.mta.info/press-release/mta-board-adopts-fare-and-toll-increases-take-effect-january-2026;;2025-09-30;0.75;"{""action_date"":""2025-09-30"",""action_type"":""policy_change"",""contract_value"":null,""description"":""The MTA Board approved toll and fare increases for subways, buses, Access-A-Ride, Long Island Rail Road (LIRR), Metro-North Railroad, and Bridges and Tunnels. The changes include becoming permanent for OMNY seven-day fare-capping, extending fare-capping to the express bus network, requiring tap-and-ride for fare payment on subways and buses, and discontinuing coins on buses. For commuter railroads, there will be a universal reduced-fare ticket, increased eligibility age for Family Fare, new validity for one-way tickets, a new unlimited Day Pass, a 'pay-as-you-go' mobile discount replacing 10-trip tickets, and onboard surcharges for late mobile ticket purchases/activations. These changes are designed to simplify offerings and prioritize affordability and value for customers, taking effect in January 2026."",""meeting_date"":""2025-09-30"",""service_category"":""service_delivery"",""service_component"":""fare_structure"",""title"":""Adoption of Fare and Toll Increases and Policy Changes"",""vendor_name"":null}";2026-01-10 06:00:46.842596+00;2026-01-10 06:00:46.842596+00
