id;agency_id;search_run_id;title;description;opportunity_type;source_url;source_type;deadline;estimated_value;contact_info;extracted_data;confidence_score;is_verified;verified_at;verified_by;status;created_at;updated_at
a0e48ab7-8ef3-4a6d-8c77-fe16aa3babad;2fc17da0-277a-42f8-b519-ae3cd8039e11;9b23e010-dfcf-4234-b187-fae7dc8f5780;Concept Dev Through Final Eng Design & Const Spt Svc for Rehab/Rpc of Franklin Ave Brg, Denville contract;Contract for concept development through final engineering design and construction support services for the rehabilitation or replacement of the Franklin Ave Bridge in Denville.;contract_award;https://www.njtransit.com/procurement/notice-of-awards/archive;agency_website;;1076842.25;;;0.9;false;;;active;2025-12-17 23:10:46.645749+00;2025-12-17 23:10:46.645749+00
ce98b974-4503-45a4-bda6-4f635c49d06d;2fc17da0-277a-42f8-b519-ae3cd8039e11;9b23e010-dfcf-4234-b187-fae7dc8f5780;Replacement of Fire Panel at Howell Garage contract;Contract for the replacement of the fire panel at Howell Garage.;contract_award;https://www.njtransit.com/procurement/notice-of-awards/archive;agency_website;;98000;;;0.9;false;;;active;2025-12-17 23:10:46.645749+00;2025-12-17 23:10:46.645749+00
891cde7a-615f-487b-8bfa-c0e1f8343de3;2fc17da0-277a-42f8-b519-ae3cd8039e11;9b23e010-dfcf-4234-b187-fae7dc8f5780;Rental of Doublewide Modular Trailer/ADA Compliant/ Four (4) Offices and Conference Room / Restroom contract;Contract for the rental of a doublewide modular trailer that is ADA compliant and includes four offices, a conference room, and a restroom.;contract_award;https://www.njtransit.com/procurement/notice-of-awards/archive;agency_website;;42545.81;;;0.9;false;;;active;2025-12-17 23:10:46.645749+00;2025-12-17 23:10:46.645749+00
99690aab-b7d5-42f4-b375-7162cbbc58fe;2fc17da0-277a-42f8-b519-ae3cd8039e11;9b23e010-dfcf-4234-b187-fae7dc8f5780;Bus Electrification Visioning and Concept Plan Development contract;Contract for bus electrification visioning and concept plan development.;contract_award;https://www.njtransit.com/procurement/notice-of-awards/archive;agency_website;;109921;;;0.9;false;;;active;2025-12-17 23:10:46.645749+00;2025-12-17 23:10:46.645749+00
2a8b80a1-480e-42e4-858a-c749c5dd4df3;2fc17da0-277a-42f8-b519-ae3cd8039e11;9b23e010-dfcf-4234-b187-fae7dc8f5780;MMC Parking Improvements contract;Contract for parking improvements at the MMC.;contract_award;https://www.njtransit.com/procurement/notice-of-awards/archive;agency_website;;5794319;;;0.9;false;;;active;2025-12-17 23:10:46.645749+00;2025-12-17 23:10:46.645749+00
efdb9a6f-33ef-4187-b2d2-1c595d130b7b;2fc17da0-277a-42f8-b519-ae3cd8039e11;9b23e010-dfcf-4234-b187-fae7dc8f5780;Trans-Hudson Network and Contingency Planning Strategy contract;Contract for the Trans-Hudson Network and Contingency Planning Strategy.;contract_award;https://www.njtransit.com/procurement/notice-of-awards/archive;agency_website;;625000;;;0.9;false;;;active;2025-12-17 23:10:46.645749+00;2025-12-17 23:10:46.645749+00
72e0cc53-fb53-4896-a28a-ba64b6d57cc5;2fc17da0-277a-42f8-b519-ae3cd8039e11;9b23e010-dfcf-4234-b187-fae7dc8f5780;Gladstone Culvert Replacement MP 30.19 contract;Contract for the replacement of the Gladstone Culvert at Mile Post 30.19.;contract_award;https://www.njtransit.com/procurement/notice-of-awards/archive;agency_website;;1121111;;;0.9;false;;;active;2025-12-17 23:10:46.645749+00;2025-12-17 23:10:46.645749+00
a953a9a9-9e1b-47f6-9e1f-66323da947ef;2fc17da0-277a-42f8-b519-ae3cd8039e11;9b23e010-dfcf-4234-b187-fae7dc8f5780;Capital Program and Planning Implementation contract;Contract for capital program and planning implementation services.;contract_award;https://www.njtransit.com/procurement/notice-of-awards/archive;agency_website;;500000;;;0.9;false;;;active;2025-12-17 23:10:46.645749+00;2025-12-17 23:10:46.645749+00
1c4c5663-da1b-4463-a3d3-5a1e3691c597;2fc17da0-277a-42f8-b519-ae3cd8039e11;9b23e010-dfcf-4234-b187-fae7dc8f5780;Desktop Faxing Services contract;Contract for desktop faxing services.;contract_award;https://www.njtransit.com/procurement/notice-of-awards/archive;agency_website;;332400;;;0.9;false;;;active;2025-12-17 23:10:46.645749+00;2025-12-17 23:10:46.645749+00
020f25ab-f394-4d60-ba9c-1aab0f1a8b73;2fc17da0-277a-42f8-b519-ae3cd8039e11;9b23e010-dfcf-4234-b187-fae7dc8f5780;Purchase of two (2) 60-Foot Digger Derrick Truck contract;Contract for the purchase of two 60-foot Digger Derrick Trucks.;contract_award;https://www.njtransit.com/procurement/notice-of-awards/archive;agency_website;;765652;;;0.9;false;;;active;2025-12-17 23:10:46.645749+00;2025-12-17 23:10:46.645749+00
fd4a1510-9d4a-4123-9834-32ee4012d6f1;2fc17da0-277a-42f8-b519-ae3cd8039e11;9b23e010-dfcf-4234-b187-fae7dc8f5780;Scrap Golf Cart, Scrubbers and Forklifts contract;Contract for the procurement of scrap golf carts, scrubbers, and forklifts.;contract_award;https://www.njtransit.com/procurement/notice-of-awards/archive;agency_website;;4025;;;0.9;false;;;active;2025-12-17 23:10:46.645749+00;2025-12-17 23:10:46.645749+00
baaacd0f-1d89-449c-ad5d-49db09ca92d8;2fc17da0-277a-42f8-b519-ae3cd8039e11;9b23e010-dfcf-4234-b187-fae7dc8f5780;Professional Services for the Final Phases of Implementation of the Positive Train Control Project contract;Contract for professional services for the final phases of implementing the Positive Train Control Project.;contract_award;https://www.njtransit.com/procurement/notice-of-awards/archive;agency_website;;47402900;;;0.9;false;;;active;2025-12-17 23:10:46.645749+00;2025-12-17 23:10:46.645749+00
c3a50aa5-ffc1-44c4-8a3c-f5b80c0c86c6;2fc17da0-277a-42f8-b519-ae3cd8039e11;9b23e010-dfcf-4234-b187-fae7dc8f5780;NiceVision Smart Video Recorder System to Replace Windows 8 Servers contract;Contract for a NiceVision Smart Video Recorder System to replace Windows 8 servers.;contract_award;https://www.njtransit.com/procurement/notice-of-awards/archive;agency_website;;551539;;;0.9;false;;;active;2025-12-17 23:10:46.645749+00;2025-12-17 23:10:46.645749+00
2490ea1b-d459-45f4-89a1-c0cc115422de;2fc17da0-277a-42f8-b519-ae3cd8039e11;9b23e010-dfcf-4234-b187-fae7dc8f5780;Purchase of Two (2) Electric 3,500 lb. Forklifts contract;Contract for the purchase of two electric 3,500 lb. forklifts.;contract_award;https://www.njtransit.com/procurement/notice-of-awards/archive;agency_website;;66807.74;;;0.9;false;;;active;2025-12-17 23:10:46.645749+00;2025-12-17 23:10:46.645749+00
cfe57d70-2722-4e03-968c-ab9c61ed37b1;2fc17da0-277a-42f8-b519-ae3cd8039e11;9b23e010-dfcf-4234-b187-fae7dc8f5780;Purchase Of #8 Double Slip Switch Packages for Hoboken Terminal Interlocking contract;Contract for the purchase of #8 Double Slip Switch Packages for Hoboken Terminal Interlocking.;contract_award;https://www.njtransit.com/procurement/notice-of-awards/archive;agency_website;;2560000;;;0.9;false;;;active;2025-12-17 23:10:46.645749+00;2025-12-17 23:10:46.645749+00
33c63cc2-3c38-410b-b01b-0269d362de00;2fc17da0-277a-42f8-b519-ae3cd8039e11;9b23e010-dfcf-4234-b187-fae7dc8f5780;Administration of Medical Benefits contract;Contract for the administration of medical benefits.;contract_award;https://www.njtransit.com/procurement/notice-of-awards/archive;agency_website;;18282300;;;0.9;false;;;active;2025-12-17 23:10:46.645749+00;2025-12-17 23:10:46.645749+00
39cc731b-344d-4e7d-a30a-9b6b6d9a53bd;2fc17da0-277a-42f8-b519-ae3cd8039e11;9b23e010-dfcf-4234-b187-fae7dc8f5780;Administration of Dental Benefits contract;Contract for the administration of dental benefits.;contract_award;https://www.njtransit.com/procurement/notice-of-awards/archive;agency_website;;1465000;;;0.9;false;;;active;2025-12-17 23:10:46.645749+00;2025-12-17 23:10:46.645749+00
11d48264-c82b-4404-9aaf-f73172b77679;2fc17da0-277a-42f8-b519-ae3cd8039e11;9b23e010-dfcf-4234-b187-fae7dc8f5780;Removal and Disposal of Drummed Waste contract;Contract for the removal and disposal of drummed waste.;contract_award;https://www.njtransit.com/procurement/notice-of-awards/archive;agency_website;;238870;;;0.9;false;;;active;2025-12-17 23:10:46.645749+00;2025-12-17 23:10:46.645749+00
8674f90d-41a0-4917-b33a-15c0155d336e;2fc17da0-277a-42f8-b519-ae3cd8039e11;9b23e010-dfcf-4234-b187-fae7dc8f5780;Implementation of Comprehensive Strategic, Financial and Operational Assessments of NJ TRANSIT contract;Contract for the implementation of comprehensive strategic, financial, and operational assessments of NJ TRANSIT.;contract_award;https://www.njtransit.com/procurement/notice-of-awards/archive;agency_website;;3537538.75;;;0.9;false;;;active;2025-12-17 23:10:46.645749+00;2025-12-17 23:10:46.645749+00
d3882b30-6fa4-404f-b13b-b9c785881065;2fc17da0-277a-42f8-b519-ae3cd8039e11;9b23e010-dfcf-4234-b187-fae7dc8f5780;Construction Management Services for Bay Head Substations contract;Contract for construction management services related to the Bay Head Substations.;contract_award;https://www.njtransit.com/procurement/notice-of-awards/archive;agency_website;;3059250.5;;;0.9;false;;;active;2025-12-17 23:10:46.645749+00;2025-12-17 23:10:46.645749+00
d1990bfa-8178-4cd1-88d7-af14e05ff906;2fc17da0-277a-42f8-b519-ae3cd8039e11;9b23e010-dfcf-4234-b187-fae7dc8f5780;Bay Head Substation Replacement contract;Contract for the replacement of the Bay Head Substation.;contract_award;https://www.njtransit.com/procurement/notice-of-awards/archive;agency_website;;20657858;;;0.9;false;;;active;2025-12-17 23:10:46.645749+00;2025-12-17 23:10:46.645749+00
fc961f6a-3c13-4ff1-976b-4b24660b542b;2fc17da0-277a-42f8-b519-ae3cd8039e11;9b23e010-dfcf-4234-b187-fae7dc8f5780;Purchase of One (1) Diesel Ride On Sweeper/Scrubber contract;Contract for the purchase of one Diesel Ride On Sweeper/Scrubber.;contract_award;https://www.njtransit.com/procurement/notice-of-awards/archive;agency_website;;66408.5;;;0.9;false;;;active;2025-12-17 23:10:46.645749+00;2025-12-17 23:10:46.645749+00
4f9123a0-4639-4095-a1e4-f8f17faf79c5;2fc17da0-277a-42f8-b519-ae3cd8039e11;9b23e010-dfcf-4234-b187-fae7dc8f5780;Installation of Six Charge Point Electric Vehicle Charging Stations in Headquarters contract;Contract for the installation of six Charge Point Electric Vehicle Charging Stations at the headquarters.;contract_award;https://www.njtransit.com/procurement/notice-of-awards/archive;agency_website;;83700;;;0.9;false;;;active;2025-12-17 23:10:46.645749+00;2025-12-17 23:10:46.645749+00
cbf6bd50-d226-4ade-ace4-da98009ee05a;2fc17da0-277a-42f8-b519-ae3cd8039e11;9b23e010-dfcf-4234-b187-fae7dc8f5780;Purchase of LED Retro Fit Lighting Kits for Elberon Station contract;Contract for the purchase of LED Retro Fit Lighting Kits for Elberon Station.;contract_award;https://www.njtransit.com/procurement/notice-of-awards/archive;agency_website;;60528.66;;;0.9;false;;;active;2025-12-17 23:10:46.645749+00;2025-12-17 23:10:46.645749+00
ae430f28-0999-411d-82f2-d41303b6dd11;2fc17da0-277a-42f8-b519-ae3cd8039e11;9b23e010-dfcf-4234-b187-fae7dc8f5780;Northeast Corridor (NEC) Janitorial Service Contract. (Groups A, B, & C) - Southern Station contract;Janitorial service contract for the Southern Station within the Northeast Corridor (NEC).;contract_award;https://www.njtransit.com/procurement/notice-of-awards/archive;agency_website;;346845.84;;;0.9;false;;;active;2025-12-17 23:10:46.645749+00;2025-12-17 23:10:46.645749+00
80b25768-a238-415d-96e5-09e8e75966d8;2fc17da0-277a-42f8-b519-ae3cd8039e11;9b23e010-dfcf-4234-b187-fae7dc8f5780;Northeast Corridor (NEC) Janitorial Service Contract. (Groups A, B, & C) - Central Station contract;Janitorial service contract for the Central Station within the Northeast Corridor (NEC).;contract_award;https://www.njtransit.com/procurement/notice-of-awards/archive;agency_website;;327673.56;;;0.9;false;;;active;2025-12-17 23:10:46.645749+00;2025-12-17 23:10:46.645749+00
ee41238d-ccb6-4d32-bbca-ab518620b1c2;2fc17da0-277a-42f8-b519-ae3cd8039e11;9b23e010-dfcf-4234-b187-fae7dc8f5780;Northeast Corridor (NEC) Janitorial Service Contract. (Groups A, B, & C) - Northern Station contract;Janitorial service contract for the Northern Station within the Northeast Corridor (NEC).;contract_award;https://www.njtransit.com/procurement/notice-of-awards/archive;agency_website;;322229.62;;;0.9;false;;;active;2025-12-17 23:10:46.645749+00;2025-12-17 23:10:46.645749+00
9bafa0eb-9eed-43ea-a73e-e94da11f64d6;2fc17da0-277a-42f8-b519-ae3cd8039e11;9b23e010-dfcf-4234-b187-fae7dc8f5780;DLT Solutions for Professional Services to implement Oracle's eBusiness Suite (EBS) Modules contract;Contract for DLT Solutions to provide professional services for the implementation of Oracle's eBusiness Suite (EBS) Modules.;contract_award;https://www.njtransit.com/procurement/notice-of-awards/archive;agency_website;;853090.56;;;0.9;false;;;active;2025-12-17 23:10:46.645749+00;2025-12-17 23:10:46.645749+00
d3553259-1d79-4419-8b6e-3deedbd0db1f;2fc17da0-277a-42f8-b519-ae3cd8039e11;9b23e010-dfcf-4234-b187-fae7dc8f5780;Rail Operations Assessment & Strategic Implementation Plan contract;Contract for a rail operations assessment and strategic implementation plan.;contract_award;https://www.njtransit.com/procurement/notice-of-awards/archive;agency_website;;225000;;;0.9;false;;;active;2025-12-17 23:10:46.645749+00;2025-12-17 23:10:46.645749+00
2802d09e-89b1-4b79-9ca1-30e0c88d012c;2fc17da0-277a-42f8-b519-ae3cd8039e11;9b23e010-dfcf-4234-b187-fae7dc8f5780;Engr & Const Asstc for the Replacement of U.G. Bridge 41.29 over Mill Rd on NJT Morristown Line contract;Contract for engineering and construction assistance for the replacement of Underground Bridge 41.29 over Mill Road on the NJT Morristown Line.;contract_award;https://www.njtransit.com/procurement/notice-of-awards/archive;agency_website;;1091506.5;;;0.9;false;;;active;2025-12-17 23:10:46.645749+00;2025-12-17 23:10:46.645749+00
c57f7b88-561b-4861-8e82-b1f88cb52156;2fc17da0-277a-42f8-b519-ae3cd8039e11;9b23e010-dfcf-4234-b187-fae7dc8f5780;Hudson Bergen Light Rail System-Caven Point Vehicle Base Facility-Damage Assessment & Design Svcs. contract;Contract for damage assessment and design services for the Hudson Bergen Light Rail System's Caven Point Vehicle Base Facility.;contract_award;https://www.njtransit.com/procurement/notice-of-awards/archive;agency_website;;411220.47;;;0.9;false;;;active;2025-12-17 23:10:46.645749+00;2025-12-17 23:10:46.645749+00
ce9807e7-67f0-4f16-8042-2402004ad0c5;2fc17da0-277a-42f8-b519-ae3cd8039e11;9b23e010-dfcf-4234-b187-fae7dc8f5780;Asbestos Monitoring and Technical Services for Various NJ Transit Facilities contract;Contract for asbestos monitoring and technical services for various NJ Transit facilities.;contract_award;https://www.njtransit.com/procurement/notice-of-awards/archive;agency_website;;350035;;;0.9;false;;;active;2025-12-17 23:10:46.645749+00;2025-12-17 23:10:46.645749+00
bb06879f-9b51-4ea2-87cb-ec88cac38a1e;2fc17da0-277a-42f8-b519-ae3cd8039e11;9b23e010-dfcf-4234-b187-fae7dc8f5780;Lease and Service of Bus Tires contract;Contract for the lease and service of bus tires.;contract_award;https://www.njtransit.com/procurement/notice-of-awards/archive;agency_website;;27925098;;;0.9;false;;;active;2025-12-17 23:10:46.645749+00;2025-12-17 23:10:46.645749+00
04c2ce00-214f-4ba1-ab72-b4dcc4774196;2fc17da0-277a-42f8-b519-ae3cd8039e11;9b23e010-dfcf-4234-b187-fae7dc8f5780;Industrial Wastewater Systems Cleaning and Waste Disposal contract;Contract for industrial wastewater systems cleaning and waste disposal.;contract_award;https://www.njtransit.com/procurement/notice-of-awards/archive;agency_website;;2593929.25;;;0.9;false;;;active;2025-12-17 23:10:46.645749+00;2025-12-17 23:10:46.645749+00
fa435065-1db6-417c-b1bd-029d9df1bb89;2fc17da0-277a-42f8-b519-ae3cd8039e11;9b23e010-dfcf-4234-b187-fae7dc8f5780;ADA Paratransit Services - Region 2 (Burlington, Camden, Cumberland, Gloucester and Salem Counties) contract;Contract for ADA Paratransit Services in Region 2, covering Burlington, Camden, Cumberland, Gloucester, and Salem Counties.;contract_award;https://www.njtransit.com/procurement/notice-of-awards/archive;agency_website;;47824996;;;0.9;false;;;active;2025-12-17 23:10:46.645749+00;2025-12-17 23:10:46.645749+00
441d8ad1-b870-4f3c-8454-c055ca9d304b;2fc17da0-277a-42f8-b519-ae3cd8039e11;9b23e010-dfcf-4234-b187-fae7dc8f5780;Purchase of one (1) Catenary Inspection/Maintenance Vehicle contract;Contract for the purchase of one Catenary Inspection/Maintenance Vehicle.;contract_award;https://www.njtransit.com/procurement/notice-of-awards/archive;agency_website;;2959580;;;0.9;false;;;active;2025-12-17 23:10:46.645749+00;2025-12-17 23:10:46.645749+00
3afec475-950c-4ed2-beda-91ab83659975;2fc17da0-277a-42f8-b519-ae3cd8039e11;9b23e010-dfcf-4234-b187-fae7dc8f5780;Scrap Rail contract;Contract for procurement of scrap rail.;contract_award;https://www.njtransit.com/procurement/notice-of-awards/archive;agency_website;;3156.24;;;0.9;false;;;active;2025-12-17 23:10:46.645749+00;2025-12-17 23:10:46.645749+00
a58ab4d1-e07c-45b4-8085-98c70c47f738;2fc17da0-277a-42f8-b519-ae3cd8039e11;9b23e010-dfcf-4234-b187-fae7dc8f5780;Maintenance, Operations and Management Services-East End Concourse (EEC) Penn Station New York contract;Contract for maintenance, operations, and management services for the East End Concourse (EEC) at Penn Station New York.;contract_award;https://www.njtransit.com/procurement/notice-of-awards/archive;agency_website;;4746562.5;;;0.9;false;;;active;2025-12-17 23:10:46.645749+00;2025-12-17 23:10:46.645749+00
97aac6b8-6e79-445f-9cf5-9434b12f8fa0;2fc17da0-277a-42f8-b519-ae3cd8039e11;9b23e010-dfcf-4234-b187-fae7dc8f5780;Emergency Response: Group B contract;Emergency response services for Group B.;contract_award;https://www.njtransit.com/procurement/notice-of-awards/archive;agency_website;;189325.27;;;0.9;false;;;active;2025-12-17 23:10:46.645749+00;2025-12-17 23:10:46.645749+00
a64a2093-d341-46e7-8201-7750670bed91;2fc17da0-277a-42f8-b519-ae3cd8039e11;9b23e010-dfcf-4234-b187-fae7dc8f5780;Emergency Response: Group A contract;Emergency response services for Group A.;contract_award;https://www.njtransit.com/procurement/notice-of-awards/archive;agency_website;;189325.27;;;0.9;false;;;active;2025-12-17 23:10:46.645749+00;2025-12-17 23:10:46.645749+00
a4d2c14f-516a-4159-b283-0177bb68fbd8;2fc17da0-277a-42f8-b519-ae3cd8039e11;9b23e010-dfcf-4234-b187-fae7dc8f5780;(1)Lot of Scrap Work Equip. beyond economic repair contract;Contract for the procurement of one lot of scrap work equipment deemed beyond economic repair.;contract_award;https://www.njtransit.com/procurement/notice-of-awards/archive;agency_website;;67.5;;;0.9;false;;;active;2025-12-17 23:10:46.645749+00;2025-12-17 23:10:46.645749+00
94af6d21-8f95-4358-99a1-462fc1c72884;2fc17da0-277a-42f8-b519-ae3cd8039e11;9b23e010-dfcf-4234-b187-fae7dc8f5780;PCB Soil Remediation Project located in Hoboken, Weehawken and Union City, New Jersey contract;Contract for a PCB soil remediation project located in Hoboken, Weehawken, and Union City, New Jersey.;contract_award;https://www.njtransit.com/procurement/notice-of-awards/archive;agency_website;;368148;;;0.9;false;;;active;2025-12-17 23:10:46.645749+00;2025-12-17 23:10:46.645749+00
610d28e7-2f53-44d1-a190-6abd57df53be;2fc17da0-277a-42f8-b519-ae3cd8039e11;9b23e010-dfcf-4234-b187-fae7dc8f5780;Bridge Timbers contract;Contract for the procurement of bridge timbers.;contract_award;https://www.njtransit.com/procurement/notice-of-awards/archive;agency_website;;67924.6;;;0.9;false;;;active;2025-12-17 23:10:46.645749+00;2025-12-17 23:10:46.645749+00
5fa7bb4b-c627-4790-84ba-127707b5a140;2fc17da0-277a-42f8-b519-ae3cd8039e11;9b23e010-dfcf-4234-b187-fae7dc8f5780;Police Command Vehicle contract;Contract for a police command vehicle.;contract_award;https://www.njtransit.com/procurement/notice-of-awards/archive;agency_website;;994841;;;0.9;false;;;active;2025-12-17 23:10:46.645749+00;2025-12-17 23:10:46.645749+00
1b796164-003b-4b02-9df1-a6e408ea3e3e;2fc17da0-277a-42f8-b519-ae3cd8039e11;9b23e010-dfcf-4234-b187-fae7dc8f5780;Treatment & Pest Mgmt. of NJ TRANSIT'S Bus Fleet, Facilities & Terminals (Group A-No. & Central Div) contract;Contract for treatment and pest management services for NJ TRANSIT's bus fleet, facilities, and terminals in Group A (Northern and Central Divisions).;contract_award;https://www.njtransit.com/procurement/notice-of-awards/archive;agency_website;;166591.5;;;0.9;false;;;active;2025-12-17 23:10:46.645749+00;2025-12-17 23:10:46.645749+00
c72a99db-2eed-4c69-8a8a-7e35c2cbd8ee;2fc17da0-277a-42f8-b519-ae3cd8039e11;9b23e010-dfcf-4234-b187-fae7dc8f5780;Treatment & Pest Mgmt. of NJ TRANSIT'S Bus Fleet, Facilities &Terminals (Group B - Southern Div.) contract;Contract for treatment and pest management services for NJ TRANSIT's bus fleet, facilities, and terminals in Group B (Southern Division).;contract_award;https://www.njtransit.com/procurement/notice-of-awards/archive;agency_website;;37336.25;;;0.9;false;;;active;2025-12-17 23:10:46.645749+00;2025-12-17 23:10:46.645749+00
